id,district,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
1088,LAUSD,Active,Parmelee Avenue Elementary (LAUSD),Parmelee Avenue Elementary,True,1338 E 76th Pl,1338 East 76th Pl.,Los Angeles,Los Angeles, 100.0,False
1089,LAUSD,,Parmelee Avenue Elementary DL Two-Way Im Spanish (LAUSD),Parmelee Avenue Elementary DL Two-Way Im Spanish,True,1338 E 76th Pl,,Los Angeles,, 90.0,False
1090,LAUSD,Active,Parthenia Academy of Arts and Technology (LAUSD),Parthenia Academy of Arts and Technology,True,16825 Napa St,16825 Napa St.,North Hills,North Hills, 100.0,False
1091,LAUSD,,Paseo del Rey Elementary Natural Science Magnet (LAUSD),Paseo del Rey Elementary Natural Science Magnet,True,7751 Paseo Del Rey,,Playa Del Rey,, 90.0,False
1092,LAUSD,,Patrick Henry Middle School (LAUSD),Patrick Henry Middle School,True,17340 San Jose St,,Granada Hills,, 95.0,False
1093,LAUSD,,Patrick Henry Middle School Computer/Math/Science Magnet (LAUSD),Patrick Henry Middle School Computer/Math/Science Magnet,True,17340 San Jose St,,Granada Hills,, 90.0,False
1094,LAUSD,,Patrick Henry Middle School Visual & Performing Arts Magnet (LAUSD),Patrick Henry Middle School Visual & Performing Arts Magnet,True,17340 San Jose St,,Granada Hills,, 90.0,False
1095,LAUSD,,Paul Revere Charter Middle School (LAUSD),Paul Revere Charter Middle School,True,1450 Allenford Ave,,Los Angeles,, 95.0,False
1096,LAUSD,,Paul Revere Charter Middle School Science/Tech/Math Magnet (LAUSD),Paul Revere Charter Middle School Science/Tech/Math Magnet,True,1450 Allenford Ave,,Los Angeles,, 90.0,False
1097,LAUSD,Active,Phineas Banning Senior High (LAUSD),Phineas Banning Senior High,True,1527 Lakme Ave,1527 Lakme Ave.,Wilmington,Wilmington, 100.0,False
1098,LAUSD,,Phineas Banning Senior High College Preparatory Magnet (LAUSD),Phineas Banning Senior High College Preparatory Magnet,True,1527 Lakme Ave,,Wilmington,, 90.0,False
1099,LAUSD,,Phineas Banning Senior High Firefighter Magnet (LAUSD),Phineas Banning Senior High Firefighter Magnet,True,1527 Lakme Ave,,Wilmington,, 90.0,False
1100,LAUSD,,Phineas Banning Senior High Police Academy Magnet (LAUSD),Phineas Banning Senior High Police Academy Magnet,True,1527 Lakme Ave,,Wilmington,, 90.0,False
1101,LAUSD,,Phineas Banning Senior High STEAM Magnet (LAUSD),Phineas Banning Senior High STEAM Magnet,True,1527 Lakme Ave,,Wilmington,, 95.0,False
1102,LAUSD,,Phoenix Continuation High (LAUSD),Phoenix Continuation High,True,12971 Zanja St,,Los Angeles,, 95.0,False
1103,LAUSD,Active,Pinewood Avenue Elementary (LAUSD),Pinewood Avenue Elementary,True,10111 Silverton Ave,10111 Silverton Ave.,Tujunga,Tujunga, 100.0,False
1104,LAUSD,,Pio Pico Middle School (LAUSD),Pio Pico Middle School,True,1512 S Arlington Ave,,Los Angeles,, 95.0,False
1105,LAUSD,Active,Plainview Academic Charter Academy (LAUSD),Plainview Academic Charter Academy,True,10819 Plainview Ave,10819 Plainview Ave.,Tujunga,Tujunga, 100.0,False
1106,LAUSD,Active,Playa Del Rey Elementary (LAUSD),Playa Del Rey Elementary,True,12221 Juniette St,12221 Juniette St.,Culver City,Culver City, 100.0,False
1107,LAUSD,Active,Playa Vista Elementary (LAUSD),Playa Vista Elementary,True,13150 W Bluff Creek Dr,13150 West Bluff Creek Dr.,Playa Vista,Playa Vista, 100.0,False
1108,LAUSD,Active,Plummer Elementary (LAUSD),Plummer Elementary,True,9340 Noble Ave,9340 Noble Ave.,North Hills,North Hills, 100.0,False
1109,LAUSD,,Point Fermin Elementary Marine Science Magnet (LAUSD),Point Fermin Elementary Marine Science Magnet,True,3333 Kerckhoff Ave,,San Pedro,, 90.0,False
1110,LAUSD,,Pomelo Community Charter School (LAUSD),Pomelo Community Charter School,True,7633 March Ave,,West Hills,, 95.0,False
1111,LAUSD,,Pomelo Community Charter School Arts/Sciences Magnet (LAUSD),Pomelo Community Charter School Arts/Sciences Magnet,True,7633 March Ave,,West Hills,, 90.0,False
1112,LAUSD,,Porter Ranch Community School (LAUSD),Porter Ranch Community School,True,12450 Mason Ave,,Porter Ranch,, 95.0,False
1113,LAUSD,,Porter Ranch School DL Two-Way Im Korean (LAUSD),Porter Ranch School DL Two-Way Im Korean,True,12450 Mason Ave,,Porter Ranch,,,False
1114,LAUSD,Active,President Avenue Elementary (LAUSD),President Avenue Elementary,True,1465 W 243rd St,1465 West 243rd St.,Harbor City,Harbor City, 100.0,False
1115,LAUSD,,President Avenue Elementary DL Two-Way Im Spanish (LAUSD),President Avenue Elementary DL Two-Way Im Spanish,True,1465 W 243rd St,,Harbor City,, 90.0,False
1116,LAUSD,,Primary Academy for Success School (LAUSD),Primary Academy for Success School,True,9075 Willis Ave,,Panorama City,, 95.0,False
1117,LAUSD,,Pueblo De Los Angeles Continuation High (LAUSD),Pueblo De Los Angeles Continuation High,True,2506 Alta St,,Los Angeles,, 95.0,False
1118,LAUSD,Active,Purche Avenue Elementary (LAUSD),Purche Avenue Elementary,True,13210 Purche Ave,13210 Purche Ave.,Gardena,Gardena, 100.0,False
1119,LAUSD,,Purche Avenue Elementary STEAM Magnet (LAUSD),Purche Avenue Elementary STEAM Magnet,True,13210 Purche Ave,,Gardena,, 90.0,False
1120,LAUSD,Active,Queen Anne Place Elementary (LAUSD),Queen Anne Place Elementary,True,1212 Queen Anne Pl,1212 Queen Anne Pl.,Los Angeles,Los Angeles, 100.0,False
1121,LAUSD,,Queen Anne Place Elementary DL Two-Way Im Spanish (LAUSD),Queen Anne Place Elementary DL Two-Way Im Spanish,True,1212 Queen Anne Pl,,Los Angeles,, 90.0,False
1122,LAUSD,Active,Quincy Jones Elementary (LAUSD),Quincy Jones Elementary,True,900 E 33rd St,900 East 33rd St.,Los Angeles,Los Angeles, 100.0,False
1123,LAUSD,,Ramon C Cortines School of Visual & Performing Arts (LAUSD),Ramon C Cortines School of Visual & Performing Arts,True,450 N Grand Ave,,Los Angeles,, 96.15384615384616,False
1124,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Alhambra Unified),True,1133 N Mariposa Ave,509 West Norwood Pl.,Los Angeles,Alhambra, 100.0,True
1125,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Bellflower Unified),True,1133 N Mariposa Ave,9351 East Laurel St.,Los Angeles,Bellflower, 100.0,True
1126,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Los Angeles Unified),True,1133 N Mariposa Ave,1133 North Mariposa Ave.,Los Angeles,Los Angeles, 100.0,True
1127,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Hemet Unified),True,1133 N Mariposa Ave,1200 East Acacia Ave.,Los Angeles,Hemet, 100.0,True
1128,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Moreno Valley Unified),True,1133 N Mariposa Ave,24801 Bay Ave.,Los Angeles,Moreno Valley, 100.0,True
1129,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Ontario-Montclair),True,1133 N Mariposa Ave,4225 Howard St.,Los Angeles,Montclair, 100.0,True
1130,LAUSD,Closed,Ramona Elementary (LAUSD),Ramona Elementary (San Bernardino City Unified),True,1133 N Mariposa Ave,1524 W. Seventh St.,Los Angeles,San Bernardino, 100.0,True
1131,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Ramona City Unified),True,1133 N Mariposa Ave,415 Eighth St.,Los Angeles,Ramona, 100.0,True
1132,LAUSD,Active,Ramona Elementary (LAUSD),Ramona Elementary (Oxnard),True,1133 N Mariposa Ave,804 Cooper Rd.,Los Angeles,Oxnard, 100.0,True
1133,LAUSD,,Ramona Opportunity High School (LAUSD),Ramona Opportunity High School,True,231 S Alma Ave,,Los Angeles,, 95.0,False
1134,LAUSD,Active,Ranchito Avenue Elementary (LAUSD),Ranchito Avenue Elementary,True,7940 Ranchito Ave,7940 Ranchito Ave.,Panorama City,Panorama City, 100.0,False
1135,LAUSD,,Ranchito Avenue Elementary DL Two-Way Im Spanish (LAUSD),Ranchito Avenue Elementary DL Two-Way Im Spanish,True,7940 Ranchito Av,,Panorama City,, 90.0,False
1136,LAUSD,,Rancho Dominguez Preparatory School (LAUSD),Rancho Dominguez Preparatory School,True,4110 Santa Fe Ave,,Long Beach,, 95.0,False
1137,LAUSD,,Rancho Dominguez Preparatory School Law/Gov/Pub Serv Magnet (LAUSD),Rancho Dominguez Preparatory School Law/Gov/Pub Serv Magnet,True,4110 Santa Fe Ave,,Long Beach,, 90.0,False
1138,LAUSD,Active,Raymond Avenue Elementary (LAUSD),Raymond Avenue Elementary,True,7511 Raymond Ave,7511 Raymond Ave.,Los Angeles,Los Angeles, 100.0,False
1139,LAUSD,,Reseda Charter High School (LAUSD),Reseda Charter High School,True,18230 Kittridge St,,Reseda,, 95.0,False
1140,LAUSD,,Reseda Charter HS Arts/Media/Ent Magnet (LAUSD),Reseda Charter HS Arts/Media/Ent Magnet,True,18230 Kittridge St,,Reseda,,,False
1141,LAUSD,,Reseda Charter HS Police Academy Magnet (LAUSD),Reseda Charter HS Police Academy Magnet,True,18230 Kittridge St,,Reseda,,,False
1142,LAUSD,,Reseda Charter HS Science Magnet (LAUSD),Reseda Charter HS Science Magnet,True,18230 Kittridge St,,Reseda,,,False
1143,LAUSD,Active,Reseda Elementary (LAUSD),Reseda Elementary,True,7265 Amigo Ave,7265 Amigo Ave.,Reseda,Reseda, 100.0,False
1144,LAUSD,,RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span (LAUSD),RFK Comm Schls - Ambassador Sch - Glbl Ed DL One-Way Im Span,True,3201 W 8th St,,Los Angeles,,,False
1145,LAUSD,,RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor (LAUSD),RFK Comm Schls - Ambassador Sch - Glbl Ed DL Two-Way Im Kor,True,3201 W 8th St,,Los Angeles,,,False
1146,LAUSD,,RFK Comm Schls - Ambassador School - Global Education (LAUSD),RFK Comm Schls - Ambassador School - Global Education,True,3201 W 8th St,,Los Angeles,,,False
1147,LAUSD,,RFK Comm Schls - Ambassador School - Global Leadership (LAUSD),RFK Comm Schls - Ambassador School - Global Leadership,True,701 S Catalina St,,Los Angeles,,,False
1148,LAUSD,,RFK Comm Schls - Los Angeles High School of the Arts (LAUSD),RFK Comm Schls - Los Angeles High School of the Arts,True,701 S Catalina St,,Los Angeles,, 95.0,False
1149,LAUSD,,RFK Comm Schls - New Open World Academy K-12 (LAUSD),RFK Comm Schls - New Open World Academy K-12,True,3201 W 8th St,,Los Angeles,, 90.0,False
1150,LAUSD,,RFK Comm Schls - School for Visual Arts and Humanities (LAUSD),RFK Comm Schls - School for Visual Arts and Humanities,True,701 S Catalina St,,Los Angeles,, 90.12820512820512,False
1151,LAUSD,,RFK Comm Schls - UCLA Community School DL One-Way Im Spanish (LAUSD),RFK Comm Schls - UCLA Community School DL One-Way Im Spanish,True,700 S Mariposa Ave,,Los Angeles,, 90.0,False
1152,LAUSD,,RFK Comm Schls - UCLA Community School K-12 (LAUSD),RFK Comm Schls - UCLA Community School K-12,True,700 S Mariposa Ave,,Los Angeles,, 90.0,False
1153,LAUSD,Active,Ricardo Lizarraga Elementary (LAUSD),Ricardo Lizarraga Elementary,True,401 E 40th Pl,401 East 40th Pl.,Los Angeles,Los Angeles, 100.0,False
1154,LAUSD,,Ricardo Lizarraga Elementary DL Two-Way Im Spanish (LAUSD),Ricardo Lizarraga Elementary DL Two-Way Im Spanish,True,401 E 40th Pl,,Los Angeles,, 90.0,False
1155,LAUSD,,Richard A Alonzo Community Day School (LAUSD),Richard A Alonzo Community Day School,True,5755 Fountain Ave,,Los Angeles,, 95.0,False
1156,LAUSD,,Richard E Byrd Middle School (LAUSD),Richard E Byrd Middle School,True,8501 Arleta Ave,,Sun Valley,, 95.0,False
1157,LAUSD,,Richard E Byrd Middle School Science/Tech/Math Magnet (LAUSD),Richard E Byrd Middle School Science/Tech/Math Magnet,True,8501 Arleta Ave,,Sun Valley,, 90.0,False
1158,LAUSD,,Richard Henry Dana Middle School (LAUSD),Richard Henry Dana Middle School,True,1501 S Cabrillo Ave,,San Pedro,, 95.0,False
1159,LAUSD,,Richard Henry Dana Middle School Sci Tech Eng Arts Math Mag (LAUSD),Richard Henry Dana Middle School Sci Tech Eng Arts Math Mag,True,1501 S Cabrillo Ave,,San Pedro,, 90.0,False
1160,LAUSD,Active,Richard Riordan Primary Center (LAUSD),Richard Riordan Primary Center,True,5531 Monte Vista St,5531 Monte Vista St.,Los Angeles,Los Angeles, 100.0,False
1161,LAUSD,,Richard Riordan Primary Center DL World Lang Im French (LAUSD),Richard Riordan Primary Center DL World Lang Im French,True,5531 Monte Vista St,,Los Angeles,, 90.0,False
1162,LAUSD,Active,Richland Avenue Elementary (LAUSD),Richland Avenue Elementary,True,11562 Richland Ave,11562 Richland Ave.,Los Angeles,Los Angeles, 100.0,False
1163,LAUSD,,Richland Avenue Elementary DL Two-Way Im French (LAUSD),Richland Avenue Elementary DL Two-Way Im French,True,11562 Richland Ave,,Los Angeles,, 90.0,False
1164,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (Mt. Diablo Unified),True,4243 Satsuma Ave,611 Pacifica Ave.,North Hollywood,Bay Point, 100.0,True
1165,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (El Monte City),True,4243 Satsuma Ave,4300 North Esto,North Hollywood,El Monte, 100.0,True
1166,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (El Rancho Unified),True,4243 Satsuma Ave,8809 Coffman-Pico Rd.,North Hollywood,Pico Rivera, 100.0,True
1167,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (Los Angeles Unified),True,4243 Satsuma Ave,4243 Satsuma Ave.,North Hollywood,North Hollywood, 100.0,True
1168,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (Saugus Union),True,4243 Satsuma Ave,20417 Cedarcreek St.,North Hollywood,Canyon Country, 100.0,True
1169,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (Placentia-Yorba Linda Unified),True,4243 Satsuma Ave,310 North Rio Vista St.,North Hollywood,Anaheim, 100.0,True
1170,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (Palm Springs Unified),True,4243 Satsuma Ave,67-700 Verona Rd.,North Hollywood,Cathedral City, 100.0,True
1171,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (San Bernardino City Unified),True,4243 Satsuma Ave,1451 North California St.,North Hollywood,San Bernardino, 100.0,True
1172,LAUSD,Active,Rio Vista Elementary (LAUSD),Rio Vista Elementary (Fillmore Unified),True,4243 Satsuma Ave,250 Edgewood St.,North Hollywood,Fillmore, 100.0,True
1173,LAUSD,Active,Ritter Elementary (LAUSD),Ritter Elementary,True,11108 Watts Ave,11108 Watts Ave.,Los Angeles,Los Angeles, 100.0,False
1174,LAUSD,,Riverside Drive Charter School (LAUSD),Riverside Drive Charter School,True,13061 Riverside Dr,,Sherman Oaks,, 95.0,False
1175,LAUSD,,Robert A Millikan Affiliated Charter and Performing Arts MS (LAUSD),Robert A Millikan Affiliated Charter and Performing Arts MS,True,5041 Sunnyslope Ave,,Sherman Oaks,,,False
1176,LAUSD,,Robert A Millikan Charter MS Performing Arts Magnet (LAUSD),Robert A Millikan Charter MS Performing Arts Magnet,True,5041 Sunnyslope Ave,,Sherman Oaks,,,False
1177,LAUSD,,Robert A Millikan Charter MS Socl/Gndr Equity Magnet (LAUSD),Robert A Millikan Charter MS Socl/Gndr Equity Magnet,True,5041 Sunnyslope Ave,,Sherman Oaks,,,False
1178,LAUSD,,Robert E Peary Middle School (LAUSD),Robert E Peary Middle School,True,1415 W Gardena Blvd,,Gardena,, 95.0,False
1179,LAUSD,,Robert E Peary Middle School Gifted Magnet (LAUSD),Robert E Peary Middle School Gifted Magnet,True,1415 W Gardena Blvd,,Gardena,, 90.0,False
1180,LAUSD,,Robert E Peary Middle School STEAM Magnet (LAUSD),Robert E Peary Middle School STEAM Magnet,True,1415 W Gardena Blvd,,Gardena,, 90.0,False
1181,LAUSD,Active,Robert F Kennedy Elementary (LAUSD),Robert F Kennedy Elementary (Compton Unified),True,4010 E Ramboz Drive,1305 South Oleander St.,Los Angeles,Compton, 100.0,True
1182,LAUSD,Active,Robert F Kennedy Elementary (LAUSD),Robert F Kennedy Elementary (Los Angeles Unified),True,4010 E Ramboz Drive,4010 East Ramboz Dr.,Los Angeles,Los Angeles, 100.0,True
1183,LAUSD,Active,Robert F Kennedy Elementary (LAUSD),Robert F Kennedy Elementary (Franklin-McKinley Elementary),True,4010 E Ramboz Drive,1602 Lucretia Ave.,Los Angeles,San Jose, 100.0,True
1184,LAUSD,,Robert Frost Middle School (LAUSD),Robert Frost Middle School,True,12314 Bradford Pl,,Granada Hills,, 95.0,False
1185,LAUSD,,Robert Frost Middle School Gifted/Music Conserv Magnet (LAUSD),Robert Frost Middle School Gifted/Music Conserv Magnet,True,12314 Bradford Pl,,Granada Hills,, 90.0,False
1186,LAUSD,,Robert Frost Middle School STEAM Magnet (LAUSD),Robert Frost Middle School STEAM Magnet,True,12314 Bradford Pl,,Granada Hills,, 90.0,False
1187,LAUSD,,Robert Fulton College Prep Communication Arts/Music Magnet (LAUSD),Robert Fulton College Prep Communication Arts/Music Magnet,True,7477 Kester Ave,,Van Nuys,,,False
1188,LAUSD,,Robert Fulton College Preparatory School (LAUSD),Robert Fulton College Preparatory School,True,7477 Kester Ave,,Van Nuys,, 95.0,False
1189,LAUSD,,Robert H Lewis Continuation High (LAUSD),Robert H Lewis Continuation High,True,12508 Wicks St,,Sun Valley,, 95.0,False
1190,LAUSD,Active,Robert Hill Lane Elementary (LAUSD),Robert Hill Lane Elementary,True,1500 Avenida Cesar Chavez,1500 Avenida Cesar Chavez,Monterey Park,Monterey Park, 100.0,False
1191,LAUSD,,Robert Louis Stevenson College & Career Prep (LAUSD),Robert Louis Stevenson College & Career Prep,True,725 S Indiana St,,Los Angeles,,,False
1192,LAUSD,,Robert Louis Stevenson College & Career Prep Comm Arts Mag (LAUSD),Robert Louis Stevenson College & Career Prep Comm Arts Mag,True,725 S Indiana St,,Los Angeles,,,False
1193,LAUSD,,Robert Louis Stevenson College & Career Prep Gifted Magnet (LAUSD),Robert Louis Stevenson College & Career Prep Gifted Magnet,True,725 S Indiana St,,Los Angeles,,,False
1194,LAUSD,Active,Rockdale Visual & Performing Arts Magnet (LAUSD),Rockdale Visual & Performing Arts Magnet,True,1303 Yosemite Dr,1303 Yosemite Dr.,Los Angeles,Los Angeles, 100.0,False
1195,LAUSD,,Roosevelt Senior High Science/Tech/Math Magnet (LAUSD),Roosevelt Senior High Science/Tech/Math Magnet,True,456 S Mathews St,,Los Angeles,,,False
1196,LAUSD,Active,Rosa Parks Learning Center (LAUSD),Rosa Parks Learning Center,True,8855 Noble Ave,8855 Noble Ave.,North Hills,North Hills, 100.0,False
1197,LAUSD,Active,Roscoe Elementary (LAUSD),Roscoe Elementary,True,10765 Strathern St,10765 Strathern St.,Sun Valley,Sun Valley, 100.0,False
1198,LAUSD,,Roscoe Elementary DL Two-Way Ime Spanish (LAUSD),Roscoe Elementary DL Two-Way Ime Spanish,True,10765 Strathern St,,Sun Valley,, 90.0,False
1199,LAUSD,Active,Roscomare Road Elementary (LAUSD),Roscomare Road Elementary,True,2425 Roscomare Rd,2425 Roscomare Rd.,Los Angeles,Los Angeles, 100.0,False
1200,LAUSD,Active,Rosemont Avenue Elementary (LAUSD),Rosemont Avenue Elementary,True,421 N Rosemont Ave,421 North Rosemont Ave.,Los Angeles,Los Angeles, 100.0,False
1201,LAUSD,,Rosewood Avenue Elementary Urban Planning/Design Magnet (LAUSD),Rosewood Avenue Elementary Urban Planning/Design Magnet,True,503 N Croft Ave,,Los Angeles,, 90.0,False
1202,LAUSD,Active,Rowan Avenue Elementary (LAUSD),Rowan Avenue Elementary,True,600 S Rowan Ave,600 South Rowan Ave.,Los Angeles,Los Angeles, 100.0,False
1203,LAUSD,,Rowan Avenue Elementary DL Two-Way Im Spanish (LAUSD),Rowan Avenue Elementary DL Two-Way Im Spanish,True,600 S Rowan Ave,,Los Angeles,, 90.0,False
1204,LAUSD,,Roy Romer Middle Gifted/Humanities Magnet (LAUSD),Roy Romer Middle Gifted/Humanities Magnet,True,6501 Laurel Canyon Blvd,,North Hollywood,, 90.0,False
1205,LAUSD,,Roy Romer Middle School (LAUSD),Roy Romer Middle School,True,6501 Laurel Canyon Blvd,,North Hollywood,, 95.0,False
1206,LAUSD,,Roy Romer Middle School STEM Magnet (LAUSD),Roy Romer Middle School STEM Magnet,True,6501 Laurel Canyon Blvd,,North Hollywood,, 90.0,False
1207,LAUSD,,Rudecinda Sepulveda Dodson Middle School (LAUSD),Rudecinda Sepulveda Dodson Middle School,True,28014 Montereina Dr,,Rancho Palos Verdes,, 95.0,False
1208,LAUSD,,Rudecinda Sepulveda Dodson Middle School Gifted Magnet (LAUSD),Rudecinda Sepulveda Dodson Middle School Gifted Magnet,True,28014 Montereina Dr,,Rancho Palos Verdes,, 90.0,False
1209,LAUSD,,Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet (LAUSD),Rudecinda Sepulveda Dodson MS Visual/Performing Arts Magnet,True,28014 Montereina Dr,,Rancho Palos Verdes,,,False
