rowid,school,district,street,city,state,zip
1647,Escuela Plus Elementary(LAUSD),Los Angeles Unified,4196 Marlton Ave.,Los Angeles,CA,90008-3515
1648,Eshelman Avenue Elementary(LAUSD),Los Angeles Unified,25902 Eshelman Ave.,Lomita,CA,90717-3223
1649,Notre Dame Academy(LAUSD),Los Angeles Unified,2851 Overland Ave.,Los Angeles,CA,90064-4217
1650,Notre Dame Academy Elementary(LAUSD),Los Angeles Unified,2911 Overland Ave.,Los Angeles,CA,90064-4219
1651,Notre Dame High School(LAUSD),Los Angeles Unified,13645 Riverside Dr.,Sherman Oaks,CA,91423-2407
1652,Nueva Vista Elementary(LAUSD),Los Angeles Unified,4412 Randolph St.,Bell,CA,90201-1224
1653,O'Melveny Elementary(LAUSD),Los Angeles Unified,728 Woodworth St.,San Fernando,CA,91340-4219
1654,Oak Crest Academy Colburn(LAUSD),Los Angeles Unified,2322 Garey Ave,Pomona,CA,91766-5805
1655,Oak Crest Academy Independent Studies(LAUSD),Los Angeles Unified,2322 Garey Ave,Pomona,CA,91766-5805
1656,Oak Tree View Park Windsor Hills(LAUSD),Los Angeles Unified,4416 Slauson Ave.,Los Angeles,CA,90043-2718
1657,"Oaks, The(LAUSD)",Los Angeles Unified,6817 Franklin Ave.,Los Angeles,CA,90028-4401
1658,Oakwood Elementary(LAUSD),Los Angeles Unified,11230 Moorpark St.,North Hollywood,CA,91602-2602
1659,Oakwood Secondary(LAUSD),Los Angeles Unified,11600 Magnolia Blvd.,North Hollywood,CA,91601-3015
1660,Odyssey Continuation(LAUSD),Los Angeles Unified,8693 Dearborn Ave.,South Gate,CA,90280-2904
1661,Ohr Eliyahu Academy also known as Yeshiva Aharon Yaakov Ohr Eliyahu(LAUSD),Los Angeles Unified,241 South Detroit St.,Los Angeles,CA,90036-3033
1662,Olive Tree Christian Academy(LAUSD),Los Angeles Unified,3470 Wilshire Blvd. #300,Los Angeles,CA,90010-2207
1663,Olive Vista Middle(LAUSD),Los Angeles Unified,14600 Tyler St.,Sylmar,CA,91342-2826
1664,Robert A. Millikan Affiliated Charter & Performing Arts Magnet Middle(LAUSD),Los Angeles Unified,5041 Sunnyslope Ave.,Sherman Oaks,CA,91423-1445
1665,Robert E. Peary Middle(LAUSD),Los Angeles Unified,1415 West Gardena Blvd.,Gardena,CA,90247-4712
1666,Robert F. Kennedy Elementary(LAUSD),Los Angeles Unified,4010 East Ramboz Dr.,Los Angeles,CA,90063-1218
1667,Robert Frost Middle(LAUSD),Los Angeles Unified,12314 Bradford Pl.,Granada Hills,CA,91344-1918
1668,Robert Fulton College Preparatory(LAUSD),Los Angeles Unified,7477 Kester Ave.,Van Nuys,CA,91405-1722
1669,St. Anne's Academy(LAUSD),Los Angeles Unified,3391 Los Nogales Rd,Simi Valley,CA,93063-1102
1670,St. Anthony of Padua(LAUSD),Los Angeles Unified,1003 W 163Rd St.,Gardena,CA,90247-4427
1671,St. Augustine School (SAS)(LAUSD),Los Angeles Unified,3819 Clarington Ave.,Culver City,CA,90232-2733
1672,St. Bernard High School(LAUSD),Los Angeles Unified,9100 Falmouth Ave.,Playa del Rey,CA,90293-8205
1673,St. Bernardine of Siena School(LAUSD),Los Angeles Unified,6061 Valley Cir. Blvd.,Woodland Hills,CA,91367-1144
1674,St. Brendan(LAUSD),Los Angeles Unified,"238 S. Manhattan Pl., St. Brendan School",Los Angeles,CA,90004
1675,St. Bridget of Sweden Elementary(LAUSD),Los Angeles Unified,7120 Whitaker Ave.,Van Nuys,CA,91406-3719
1676,St. Cecilia Elementary(LAUSD),Los Angeles Unified,4224 South Normadie Ave.,Los Angeles,CA,90037-2325
1677,St. Charles Borromeo(LAUSD),Los Angeles Unified,10850 Moorpark St.,North Hollywood,CA,91602-2206
1678,St. Columbkille Elementary(LAUSD),Los Angeles Unified,145 West 64th St.,Los Angeles,CA,90003-1415
1679,St. Cyril of Jerusalem Elementary(LAUSD),Los Angeles Unified,4548 Haskell Ave.,Encino,CA,91436-3113
1680,St. Didacus(LAUSD),Los Angeles Unified,14325 Astoria St.,Sylmar,CA,91342-4124
1681,St. Dominic School(LAUSD),Los Angeles Unified,2005 Merton Ave,Los Angeles,CA,90041-1911
1682,ST. ELISABETH SCHOOL(LAUSD),Los Angeles Unified,6635 TOBIAS Ave.,Van Nuys,CA,91405-4614
1683,St. Eugene(LAUSD),Los Angeles Unified,9521 Haas Ave.,Los Angeles,CA,90047-3739
1684,Teresa Hughes Elementary(LAUSD),Los Angeles Unified,4242 Clara St.,Cudahy,CA,90201-5010
1685,The Center for Early Education(LAUSD),Los Angeles Unified,563 North Alfred St.,West Hollywood,CA,90048-2512
1686,The City(LAUSD),Los Angeles Unified,5753 Obama Blvd.,Los Angeles,CA,90016-5013
1687,The Help Group's North Hills Prep(LAUSD),Los Angeles Unified,15339 Saticoy St.,Van Nuys,CA,91406-3345
1688,The Mirman School for Gifted Children(LAUSD),Los Angeles Unified,16180 Mulholland Dr.,Los Angeles,CA,90049-1125
1689,ICL Academy(LAUSD),Los Angeles Unified,6227 West 5Th St.,Los Angeles,CA,90048-4725
1690,Immaculate Conception(LAUSD),Los Angeles Unified,830 Green Ave.,Los Angeles,CA,90017-4313
1691,Immaculate Heart of Mary Elementary(LAUSD),Los Angeles Unified,1055 North Alexandria Ave.,Los Angeles,CA,90029-2517
1692,Independence Continuation(LAUSD),Los Angeles Unified,6501 Balboa Blvd.,Lake Balboa,CA,91406-5526
1693,Independence Elementary(LAUSD),Los Angeles Unified,8435 Victoria Ave.,South Gate,CA,90280-2353
1694,Interamerican Adult School(LAUSD),Los Angeles Unified,2542 E Florence Ave. Ste. E,Walnut Park,CA,90255-4774
1695,International School of Los Angeles-LF(LAUSD),Los Angeles Unified,4155 Russell Ave.,Los Angeles,CA,90027-4509
1696,International School of Los Angeles?WV(LAUSD),Los Angeles Unified,5933 Lindley Ave.,Tarzana,CA,91356-1723
1697,International Studies Learning Center at Legacy High School Complex(LAUSD),Los Angeles Unified,5225 Tweedy Blvd.,South Gate,CA,90280-5332
1698,Kirk O' The Valley School(LAUSD),Los Angeles Unified,19620 Vanowen St.,Reseda,CA,91335-4945
1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Van Nuys,CA,91401-1113
1700,Knollwood Preparatory Academy(LAUSD),Los Angeles Unified,11822 Gerald Ave.,Granada Hills,CA,91344-2849
1701,Korean Baptist Church School(LAUSD),Los Angeles Unified,964 South Berendo St.,Los Angeles,CA,90006
1702,Korean Education Center Online School(LAUSD),Los Angeles Unified,16156 High Tor Dr.,Hacienda Heights,CA,91745-6519
1703,L.A. ROAD Christian School(LAUSD),Los Angeles Unified,3508 N Eagle Rock Blvd,Los Angeles,CA,90065-2827
1704,La Salle Avenue Elementary(LAUSD),Los Angeles Unified,8715 La Salle Ave.,Los Angeles,CA,90047-3320
1705,Lafayette Park Primary Center(LAUSD),Los Angeles Unified,310 South La Fayette Park Pl.,Los Angeles,CA,90057-1604
1706,Lake Balboa College Preparatory Magnet K-12(LAUSD),Los Angeles Unified,6701 Balboa Blvd.,Lake Balboa,CA,91406-5531
1707,Lake Street Primary(LAUSD),Los Angeles Unified,135 North Lake St.,Los Angeles,CA,90026-5320
1708,Lanai Road Elementary(LAUSD),Los Angeles Unified,4241 Lanai Rd.,Encino,CA,91436-3614
1709,Langdon Avenue Elementary(LAUSD),Los Angeles Unified,8817 Langdon Ave.,North Hills,CA,91343-5004
1710,Lankershim Elementary(LAUSD),Los Angeles Unified,5250 Bakman Ave.,North Hollywood,CA,91601-3101
1711,Lassen Elementary(LAUSD),Los Angeles Unified,15017 Superior St.,North Hills,CA,91343-2440
1712,Latona Avenue Elementary(LAUSD),Los Angeles Unified,4312 Berenice Ave.,Los Angeles,CA,90031-1408
1713,Monte Vista Street Elementary(LAUSD),Los Angeles Unified,5423 Monte Vista St.,Los Angeles,CA,90042-3322
1714,Monterey Continuation(LAUSD),Los Angeles Unified,466 South Fraser St.,Los Angeles,CA,90022-1929
1715,Montessori Academy of Culver City(LAUSD),Los Angeles Unified,5881 Green Valley Cir.,Culver City,CA,90230-6901
1716,Moore's Daycare Preparatory(LAUSD),Los Angeles Unified,1700 West 120th St.,Los Angeles,CA,90047-5203
1717,Morning Star Christian Academy(LAUSD),Los Angeles Unified,15055 Oxnard St..,Van Nuys,CA,91411-2613
1718,Morningside Elementary(LAUSD),Los Angeles Unified,576 North Maclay Ave.,San Fernando,CA,91340-2497
1719,Morris K. Hamasaki Elementary(LAUSD),Los Angeles Unified,4865 East First St.,Los Angeles,CA,90022-1305
1720,Mother of Sorrows(LAUSD),Los Angeles Unified,100 West 87th Pl.,Los Angeles,CA,90003-3316
1721,Mountain View Elementary(LAUSD),Los Angeles Unified,6410 Olcott St.,Tujunga,CA,91042-2830
1722,Mt. Gleason Middle(LAUSD),Los Angeles Unified,10965 Mt. Gleason Ave.,Sunland,CA,91040-2229
1723,Mt. Lukens Continuation(LAUSD),Los Angeles Unified,7705 Summitrose St.,Tujunga,CA,91042-1727
1724,Mt. Washington Elementary(LAUSD),Los Angeles Unified,3981 San Rafael Ave.,Los Angeles,CA,90065-4013
1725,Muhammad University of Islam - Los Angeles(LAUSD),Los Angeles Unified,8936 S. Western Ave,Los Angeles,CA,90047-3548
1726,Multnomah Street Elementary(LAUSD),Los Angeles Unified,2101 North Indiana Ave.,Los Angeles,CA,90032-3618
1727,Murchison Street Elementary(LAUSD),Los Angeles Unified,1501 Murchison St.,Los Angeles,CA,90033-1526
1728,President Avenue Elementary(LAUSD),Los Angeles Unified,1465 West 243rd St.,Harbor City,CA,90710-1706
1729,Primary Academy for Success(LAUSD),Los Angeles Unified,9075 Willis Ave.,Panorama City,CA,91402-1512
1730,Public Service Community at Diego Rivera Learning Complex(LAUSD),Los Angeles Unified,6100 South Central Ave.,Los Angeles,CA,90001-1133
1731,Van Deene Avenue Elementary(LAUSD),Los Angeles Unified,826 West Javelin St.,Torrance,CA,90502-1719
1732,Van Gogh Charter(LAUSD),Los Angeles Unified,17160 Van Gogh St.,Granada Hills,CA,91344-1217
1733,Van Ness Avenue Elementary(LAUSD),Los Angeles Unified,501 North Van Ness Ave.,Los Angeles,CA,90004-1527
1734,Van Nuys Elementary(LAUSD),Los Angeles Unified,6464 Sylmar Ave.,Van Nuys,CA,91401-1433
1735,Van Nuys Middle(LAUSD),Los Angeles Unified,5435 Vesper Ave.,Van Nuys,CA,91411-3738
1736,Van Nuys Senior High(LAUSD),Los Angeles Unified,6535 Cedros Ave.,Van Nuys,CA,91411-1506
1737,Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag(LAUSD),Los Angeles Unified,1001 Arroyo Ave,San Fernando,CA,91340
1738,Alexander Fleming Middle (LAUSD),Los Angeles Unified,25425 Walnut St.,Lomita,CA,90717-2610
1739,Alexander Hamilton Senior High (LAUSD),Los Angeles Unified,2955 Robertson Blvd.,Los Angeles,CA,90034-3116
1740,"Alexandria Academy, The (LAUSD)",Los Angeles Unified,21781 Ventura Blvd Ste.203,Woodland Hills,CA,91364-1835
1741,Alexandria Avenue Elementary (LAUSD),Los Angeles Unified,4211 Oakwood Ave.,Los Angeles,CA,90004-3214
1742,Alfonso B. Perez Special Education Center (LAUSD),Los Angeles Unified,4540 Michigan Ave.,Los Angeles,CA,90022-1130
1743,Alfred B. Nobel Charter Middle (LAUSD),Los Angeles Unified,9950 Tampa Ave.,Northridge,CA,91324-1142
1744,all about kids (LAUSD),Los Angeles Unified,7123 Baird Ave,Reseda,CA,91335-4129
1745,Allesandro Elementary (LAUSD),Los Angeles Unified,2210 Riverside Dr.,Los Angeles,CA,90039-4009
1746,Bridgeport West School (LAUSD),Los Angeles Unified,4160 Grand View Blvd.,Los Angeles,CA,90066-5214
1747,Bridges Academy (LAUSD),Los Angeles Unified,3921 Laurel Canyon Blvd,Studio City,CA,91604-3710
1748,Broad Avenue Elementary (LAUSD),Los Angeles Unified,24815 Broad Ave.,Wilmington,CA,90744-1036
1749,Broadacres Avenue Elementary (LAUSD),Los Angeles Unified,19424 South Broadacres Ave.,Carson,CA,90746-2710
1750,Broadway Elementary (LAUSD),Los Angeles Unified,1015 Lincoln Blvd.,Venice,CA,90291-3506
1751,Brockton Avenue Elementary (LAUSD),Los Angeles Unified,1309 Armacost Ave.,Los Angeles,CA,90025-1459
1752,Brooklyn Avenue Elementary (LAUSD),Los Angeles Unified,4620 Cesar Chavez Ave.,Los Angeles,CA,90022-1148
1753,Bryson Avenue Elementary (LAUSD),Los Angeles Unified,4470 Missouri Ave.,South Gate,CA,90280-5057
1754,"Buckley School, The (LAUSD)",Los Angeles Unified,3900 Stansbury Ave.,Sherman Oaks,CA,91423-4699
1755,Buckner Educational Christian Academy (LAUSD),Los Angeles Unified,2330 W Florence Ave,Los Angeles,CA,90043-5145
1756,Budlong Avenue Elementary (LAUSD),Los Angeles Unified,5940 South Budlong Ave.,Los Angeles,CA,90044-2815
1757,Burbank Boulevard Elementary (LAUSD),Los Angeles Unified,12215 Albers St.,North Hollywood,CA,91607-2011
1758,Burton Street Elementary(LAUSD),Los Angeles Unified,8111 Calhoun Ave.,Panorama City,CA,91402-5305
1759,Bushnell Way Elementary(LAUSD),Los Angeles Unified,5507 Bushnell Way,Los Angeles,CA,90042-4822
1760,C. and E. Merdinian Armenian Evangelical School(LAUSD),Los Angeles Unified,13330 Riverside Dr.,Sherman Oaks,CA,91423-2521
1761,Cabrillo Avenue Elementary(LAUSD),Los Angeles Unified,732 South Cabrillo Ave.,San Pedro,CA,90731-3025
1762,Contreras Learning Center-School of Social Justice(LAUSD),Los Angeles Unified,322 South Lucas Ave.,Los Angeles,CA,90017-1406
1763,Cornerstone Academy of Los Angeles(LAUSD),Los Angeles Unified,3525 Glenhurst Ave.,Los Angeles,CA,90039-2124
1764,Corona Avenue Elementary(LAUSD),Los Angeles Unified,3825 Bell Ave.,Bell,CA,90201-2308
1765,Buchanan Street Elementary(LAUSD),Los Angeles Unified,5024 Buchanan St.,Los Angeles,CA,90042-2340
1766,John Marshall Senior High(LAUSD),Los Angeles Unified,3939 Tracy St.,Los Angeles,CA,90027-3207
1767,John Muir Middle(LAUSD),Los Angeles Unified,5929 South Vermont Ave.,Los Angeles,CA,90044-3713
1768,John R. Wooden High(LAUSD),Los Angeles Unified,18741 Elkwood St.,Reseda,CA,91335-1802
1769,Limerick Avenue Elementary(LAUSD),Los Angeles Unified,8530 Limerick Ave.,Canoga Park,CA,91306-1299
1770,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine(LAUSD),Los Angeles Unified,6361 Cottage St.,Huntington Park,CA,90255-3521
1771,Linda Esperanza Marquez High B LIBRA Academy(LAUSD),Los Angeles Unified,6361 Cottage St.,Huntington Park,CA,90255-3521
1772,Linda Esperanza Marquez High C School of Social Justice(LAUSD),Los Angeles Unified,6361 Cottage St.,Huntington Park,CA,90255-3521
1773,Little Acorns Grow(LAUSD),Los Angeles Unified,19000 Saticoy St.,Reseda,CA,91335-2519
1774,Little Citizens / Westside Academy #3(LAUSD),Los Angeles Unified,3672 7th Ave.,Los Angeles,CA,90018
1775,Little Citizens Westside Academy #1(LAUSD),Los Angeles Unified,4256 South Western Ave.,Los Angeles,CA,90062-1645
1776,Little Citizens Westside Academy #3(LAUSD),Los Angeles Unified,3666 7th Ave.,Los Angeles,CA,90018-4106
1777,Lockhurst Drive Charter Elementary(LAUSD),Los Angeles Unified,6170 Lockhurst Dr.,Woodland Hills,CA,91367-1204
1778,Lockwood Avenue Elementary(LAUSD),Los Angeles Unified,4345 Lockwood Ave.,Los Angeles,CA,90029-2809
1779,Logan Academy of Global Ecology(LAUSD),Los Angeles Unified,1711 West Montana St.,Los Angeles,CA,90026-3311
1780,Loma Vista Elementary(LAUSD),Los Angeles Unified,3629 East 58th St.,Maywood,CA,90270-2616
1781,Lomita Math/Science/Technology Magnet(LAUSD),Los Angeles Unified,2211 247th St.,Lomita,CA,90717-1503
1782,Loren Miller Elementary(LAUSD),Los Angeles Unified,830 West 77th St.,Los Angeles,CA,90044-5146
1783,Lorena Street Elementary(LAUSD),Los Angeles Unified,1015 South Lorena St.,Los Angeles,CA,90023-2222
1784,Loreto Street Elementary(LAUSD),Los Angeles Unified,3408 Arroyo Seco Ave.,Los Angeles,CA,90065-2454
1785,Lorne Street Elementary(LAUSD),Los Angeles Unified,17440 Lorne St.,Northridge,CA,91325-4459
1786,Los Angeles Academy Middle(LAUSD),Los Angeles Unified,644 East 56th St.,Los Angeles,CA,90011-4660
1787,New World Montessori School(LAUSD),Los Angeles Unified,10520 Regent St.,Los Angeles,CA,90034-6304
1788,Newcastle Elementary(LAUSD),Los Angeles Unified,6520 Newcastle Ave.,Reseda,CA,91335-6230
1789,Ninety-Fifth Street/ 95th St. Elementary (LAUSD),Los Angeles Unified,1109 West 96th St.,Los Angeles,CA,90044-3205
1790,Ninety-Ninth Street/99th St. Elementary (LAUSD),Los Angeles Unified,9900 South Wadsworth Ave.,Los Angeles,CA,90002-2746
1791,Ninety-Second Street/92nd St. Elementary (LAUSD),Los Angeles Unified,9211 Grape St.,Los Angeles,CA,90002-2528
1792,Ninety-Sixth Street/96th St. Elementary (LAUSD),Los Angeles Unified,1471 East 96th St.,Los Angeles,CA,90002-2210
1793,Ninety-Third Street/93rd St. Elementary(LAUSD),Los Angeles Unified,330 East 93rd St.,Los Angeles,CA,90003-3827
1794,Ninth Street/9th St. Elementary (LAUSD),Los Angeles Unified,835 St.anford Ave.,Los Angeles,CA,90021-1847
1795,Nishiyamato Academy(LAUSD),Los Angeles Unified,2458 Lomita Blvd.,Lomita,CA,90717-1414
1796,Noble Avenue Elementary(LAUSD),Los Angeles Unified,8329 Noble Ave.,North Hills,CA,91343-6617
1797,Nora Sterry Elementary(LAUSD),Los Angeles Unified,1730 Corinth Ave.,Los Angeles,CA,90025-4211
1798,Normandie Avenue Elementary(LAUSD),Los Angeles Unified,4505 South Raymond Ave.,Los Angeles,CA,90037-2817
1799,Normandie Christian of Los Angeles(LAUSD),Los Angeles Unified,6306 South Normandie Ave.,Los Angeles,CA,90044-2628
1800,Normont Elementary(LAUSD),Los Angeles Unified,1001 West 253rd St.,Harbor City,CA,90710-3003
1801,North Hollywood Senior High(LAUSD),Los Angeles Unified,5231 Colfax Ave.,North Hollywood,CA,91601-3002
1802,North Valley Christian School(LAUSD),Los Angeles Unified,8854 Haskell Ave.,North Hills,CA,91343-4910
1803,North Valley Occupational Center(LAUSD),Los Angeles Unified,11450 Sharp Ave.,Mission Hills,CA,91345-1232
1804,Resurrection(LAUSD),Los Angeles Unified,3360 E. Opal St.,Los Angeles,CA,90023-2917
1805,Ribet Academy(LAUSD),Los Angeles Unified,2911 North San Fernando Rd.,Los Angeles,CA,90065-1323
1806,Ricardo Lizarraga Elementary(LAUSD),Los Angeles Unified,401 East 40th Pl.,Los Angeles,CA,90011-5640
1807,Richard A. Alonzo Community Day(LAUSD),Los Angeles Unified,5755 Fountain Ave.,Los Angeles,CA,90028-8531
1808,Richard E. Byrd Middle(LAUSD),Los Angeles Unified,8501 Arleta Ave.,Sun Valley,CA,91352-2958
1809,Richard Henry Dana Middle(LAUSD),Los Angeles Unified,1501 South Cabrillo Ave.,San Pedro,CA,90731-4617
1810,Richard N. Slawson Southeast OC(LAUSD),Los Angeles Unified,5500 Rickenbacker Rd.,Bell,CA,90201
1811,Richard Riordan Primary Center(LAUSD),Los Angeles Unified,5531 Monte Vista St.,Los Angeles,CA,90042-3324
1812,Richland Avenue Elementary(LAUSD),Los Angeles Unified,11562 Richland Ave.,Los Angeles,CA,90064-3733
1813,Rio Vista Elementary(LAUSD),Los Angeles Unified,4243 Satsuma Ave.,North Hollywood,CA,91602-3226
1814,Rise Montessori School(LAUSD),Los Angeles Unified,7120 Remmet Ave.,Canoga Park,CA,91303-2015
1815,Rising Stars Academy(LAUSD),Los Angeles Unified,1851 w Imperial Hwy.,Los Angeles,CA,90047-5021
1816,Rising Stars Academy Elementary(LAUSD),Los Angeles Unified,1909 W. Imperial Hwy,Los Angeles,CA,90047-5023
1817,New Horizon School Los Angeles(LAUSD),Los Angeles Unified,434 South Vermont Ave.,Los Angeles,CA,90020-1910
1818,New Horizon School Westside(LAUSD),Los Angeles Unified,1819 Sawtelle Blvd.,Los Angeles,CA,90025-5532
1819,New Open World Academy K-12(LAUSD),Los Angeles Unified,3201 West Eighth St.,Los Angeles,CA,90010-2171
1820,Purche Avenue Elementary(LAUSD),Los Angeles Unified,13210 Purche Ave.,Gardena,CA,90249-1653
1821,Queen Anne Place Elementary(LAUSD),Los Angeles Unified,1212 Queen Anne Pl.,Los Angeles,CA,90019-6819
1822,Quincy Jones Elementary(LAUSD),Los Angeles Unified,900 East 33rd St.,Los Angeles,CA,90011-2524
1823,Rabbi Jacob Pressman Academy(LAUSD),Los Angeles Unified,1055 South La Cienega Blvd.,Los Angeles,CA,90035-2507
1824,Ramon C. Cortines School of Visual and Performing Arts(LAUSD),Los Angeles Unified,450 North Grand Ave.,Los Angeles,CA,90012-2123
1825,Ramona Elementary(LAUSD),Los Angeles Unified,1133 North Mariposa Ave.,Los Angeles,CA,90029-1413
1826,Ritter Elementary(LAUSD),Los Angeles Unified,11108 Watts Ave.,Los Angeles,CA,90059-1444
1827,Riverside Drive Charter(LAUSD),Los Angeles Unified,13061 Riverside Dr.,Sherman Oaks,CA,91423-2128
1828,Simon Rodia Continuation(LAUSD),Los Angeles Unified,2701 Sequoia Dr.,South Gate,CA,90280-5555
1829,Sinai Akiba Academy(LAUSD),Los Angeles Unified,10400 Wilshire Blvd.,Los Angeles,CA,90024-4602
1830,Sixth Avenue/6th Ave. Elementary(LAUSD),Los Angeles Unified,3109 Sixth Ave.,Los Angeles,CA,90018-2920
1831,Sixty-First Street/61st St. Elementary (LAUSD),Los Angeles Unified,6020 South Figueroa St.,Los Angeles,CA,90003-1020
1832,Sixty-Sixth Street /66th St. Elementary(LAUSD),Los Angeles Unified,6600 South San Pedro St.,Los Angeles,CA,90003-1938
1833,"Slauson Learning Center, No. 1(LAUSD)",Los Angeles Unified,5816 West Blvd.,Los Angeles,CA,90043
1834,Social Justice Leadership Academy at Esteban E. Torres High No. 5(LAUSD),Los Angeles Unified,4211 Dozier St.,Los Angeles,CA,90063-3422
1835,Solano Avenue Elementary(LAUSD),Los Angeles Unified,615 Solano Ave.,Los Angeles,CA,90012-1036
