id,district_x,district_y,original_name_x,original_name_y,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
1207,LAUSD,LAUSD,Thomas Bradley Global Awareness Magnet,Tom Bradley Global Awareness Magnet,Active,Thomas Bradley Global Awareness Magnet (LAUSD),Thomas Bradley Global Awareness Magnet,True,3875 Dublin Ave,3875 Dublin Ave.,Los Angeles,Los Angeles, 97.43589743589743,False
1208,LAUSD,LAUSD,Thomas Jefferson Senior High,Thomas Jefferson Senior High,Active,Thomas Jefferson Senior High (LAUSD),Thomas Jefferson Senior High,True,1319 E 41st St,1319 East 41st St.,Los Angeles,Los Angeles, 97.02970297029702,False
1209,LAUSD,LAUSD,Thomas Riley High School - CYESIS,Thomas Riley High,Active,Thomas Riley High School - CYESIS (LAUSD),Thomas Riley High School - CYESIS,True,1524 E 103rd St,1524 East 103rd St.,Los Angeles,Los Angeles, 88.9873417721519,False
1210,LAUSD,,Thomas Starr King Middle School Gifted/Arts/Technology Mag,,,Thomas Starr King Middle School Gifted/Arts/Technology Mag (LAUSD),Thomas Starr King Middle School Gifted/Arts/Technology Mag,True,4201 Fountain Ave,,Los Angeles,,,False
1211,LAUSD,LAUSD,Thomas Starr King Middle School Magnet: Film and Media,Thomas Starr King Middle School Film and Media Magnet,Active,Thomas Starr King Middle School Magnet: Film and Media (LAUSD),Thomas Starr King Middle School Magnet: Film and Media,True,4201 Fountain Ave,4201 Fountain Ave.,Los Angeles,Los Angeles, 95.0,False
1212,LAUSD,,Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag,,,Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag (LAUSD),Thomas Starr King MS Env Sci/Tech/Engineering/Arts/Math Mag,True,4201 Fountain Ave,,Los Angeles,,,False
1213,LAUSD,LAUSD,Toland Way Elementary,Toland Way Elementary,Active,Toland Way Elementary (LAUSD),Toland Way Elementary,True,4545 Toland Way,4545 Toland Way,Los Angeles,Los Angeles, 100.0,False
1214,LAUSD,LAUSD,Toluca Lake Elementary,Toluca Lake Elementary,Active,Toluca Lake Elementary (LAUSD),Toluca Lake Elementary,True,4840 Cahuenga Blvd,4840 Cahuenga Blvd.,North Hollywood,North Hollywood, 100.0,False
1215,LAUSD,LAUSD,Topanga Elementary Charter School,Topanga Elementary Charter,Active,Topanga Elementary Charter School (LAUSD),Topanga Elementary Charter School,True,22075 Topanga School Rd,22075 Topanga School Rd.,Topanga,Topanga, 95.0,False
1216,LAUSD,LAUSD,Topeka Drive Charter for Advanced Studies,Topeka Charter School For Advanced Studies,Active,Topeka Drive Charter for Advanced Studies (LAUSD),Topeka Drive Charter for Advanced Studies,True,9815 Topeka Dr,9815 Topeka Dr.,Northridge,Northridge, 89.60000000000001,False
1217,LAUSD,LAUSD,Towne Avenue Elementary,Towne Avenue Elementary,Active,Towne Avenue Elementary (LAUSD),Towne Avenue Elementary,True,18924 Towne Ave,18924 Towne Ave.,Carson,Carson, 100.0,False
1218,LAUSD,,Tri-C Community Day School,,,Tri-C Community Day School (LAUSD),Tri-C Community Day School,True,716 E 14th St- 2nd Floor,,Los Angeles,,,False
1219,LAUSD,LAUSD,Trinity Street Elementary,Trinity Street Elementary,Active,Trinity Street Elementary (LAUSD),Trinity Street Elementary,True,3736 Trinity St,3736 Trinity St.,Los Angeles,Los Angeles, 100.0,False
1220,LAUSD,LAUSD,Trinity Street Elementary DL Two-Way Im Spanish,Trinity Street Elementary,Active,Trinity Street Elementary DL Two-Way Im Spanish (LAUSD),Trinity Street Elementary DL Two-Way Im Spanish,True,3736 Trinity St,3736 Trinity St.,Los Angeles,Los Angeles, 95.0,False
1221,LAUSD,LAUSD,Tulsa Street Elementary,Tulsa Street Elementary,Active,Tulsa Street Elementary (LAUSD),Tulsa Street Elementary,True,10900 Hayvenhurst Ave,10900 Hayvenhurst Ave.,Granada Hills,Granada Hills, 100.0,False
1222,LAUSD,LAUSD,Tweedy Elementary,Tweedy Elementary,Active,Tweedy Elementary (LAUSD),Tweedy Elementary,True,9724 Pinehurst Ave,9724 Pinehurst Ave.,South Gate,South Gate, 100.0,False
1223,LAUSD,,Tweedy Elementary DL Two-Way Im Spanish,,,Tweedy Elementary DL Two-Way Im Spanish (LAUSD),Tweedy Elementary DL Two-Way Im Spanish,True,9724 Pinehurst Ave,,South Gate,,,False
1224,LAUSD,LAUSD,Ulysses S Grant Senior High,Ulysses S. Grant Senior High,Active,Ulysses S Grant Senior High (LAUSD),Ulysses S Grant Senior High,True,13000 Oxnard St,13000 Oxnard St.,Van Nuys,Van Nuys, 100.0,False
1225,LAUSD,,Ulysses S Grant Senior High College Prep/Digital Arts Magnet,,,Ulysses S Grant Senior High College Prep/Digital Arts Magnet (LAUSD),Ulysses S Grant Senior High College Prep/Digital Arts Magnet,True,13000 Oxnard St,,Van Nuys,,,False
1226,LAUSD,,Ulysses S Grant Senior High Hum for Interdis Studies Magnet,,,Ulysses S Grant Senior High Hum for Interdis Studies Magnet (LAUSD),Ulysses S Grant Senior High Hum for Interdis Studies Magnet,True,13000 Oxnard St,,Van Nuys,,,False
1227,LAUSD,LAUSD,Union Avenue Elementary,Union Avenue Elementary,Active,Union Avenue Elementary (LAUSD),Union Avenue Elementary,True,150 S Burlington Ave,150 South Burlington Ave.,Los Angeles,Los Angeles, 96.15384615384616,False
1228,LAUSD,,University Charter HS Math/Art/Sci/Tech Magnet,,,University Charter HS Math/Art/Sci/Tech Magnet (LAUSD),University Charter HS Math/Art/Sci/Tech Magnet,True,11800 Texas Ave,,Los Angeles,,,False
1229,LAUSD,LAUSD,University High School Charter,University High School Charter,Active,University High School Charter (LAUSD),University High School Charter,True,11800 Texas Ave,11800 Texas Ave.,Los Angeles,Los Angeles, 100.0,False
1230,LAUSD,LAUSD,Utah Street Elementary,Utah Street Elementary,Active,Utah Street Elementary (LAUSD),Utah Street Elementary,True,255 Gabriel Garcia Marquez St,255 Gabriel Garcia Marquez St.,Los Angeles,Los Angeles, 100.0,False
1231,LAUSD,LAUSD,Valerio Street Elementary,Valerio Street Elementary,Active,Valerio Street Elementary (LAUSD),Valerio Street Elementary,True,15035 Valerio St,15035 Valerio St.,Van Nuys,Van Nuys, 100.0,False
1232,LAUSD,LAUSD,Valley Academy of Arts and Sciences,Valley Academy of Arts and Sciences,Active,Valley Academy of Arts and Sciences (LAUSD),Valley Academy of Arts and Sciences,True,10445 Balboa Blvd,10445 Balboa Blvd.,Granada Hills,Granada Hills, 100.0,False
1233,LAUSD,LAUSD,Valley Oaks Center for Enriched Studies (VOCES) Magnet,Valley Oaks Center for Enriched Studies,Active,Valley Oaks Center for Enriched Studies (VOCES) Magnet (LAUSD),Valley Oaks Center for Enriched Studies (VOCES) Magnet,True,9171 Telfair Ave,9171 Telfair Ave.,Sun Valley,Sun Valley, 95.0,False
1234,LAUSD,LAUSD,Valley View Elementary,Valley View Elementary,Active,Valley View Elementary (LAUSD),Valley View Elementary,True,6921 Woodrow Wilson Dr,6921 Woodrow Wilson Dr.,Los Angeles,Los Angeles, 100.0,False
1235,LAUSD,LAUSD,Van Deene Avenue Elementary,Van Deene Avenue Elementary,Active,Van Deene Avenue Elementary (LAUSD),Van Deene Avenue Elementary,True,826 W Javelin St,826 West Javelin St.,Torrance,Torrance, 97.0873786407767,False
1236,LAUSD,LAUSD,Van Gogh Charter,Van Gogh Charter,Active,Van Gogh Charter (LAUSD),Van Gogh Charter,True,17160 Van Gogh St,17160 Van Gogh St.,Granada Hills,Granada Hills, 100.0,False
1237,LAUSD,LAUSD,Van Ness Avenue Elementary,Van Ness Avenue Elementary,Active,Van Ness Avenue Elementary (LAUSD),Van Ness Avenue Elementary,True,501 N Van Ness Ave,501 North Van Ness Ave.,Los Angeles,Los Angeles, 96.22641509433963,False
1238,LAUSD,LAUSD,Van Nuys Elementary,Van Nuys Elementary,Active,Van Nuys Elementary (LAUSD),Van Nuys Elementary,True,6464 Sylmar Ave,6464 Sylmar Ave.,Van Nuys,Van Nuys, 100.0,False
1239,LAUSD,LAUSD,Van Nuys Middle School,Van Nuys Middle,Active,Van Nuys Middle School (LAUSD),Van Nuys Middle School,True,5435 Vesper Ave,5435 Vesper Ave.,Van Nuys,Van Nuys, 95.0,False
1240,LAUSD,,Van Nuys Middle School STEAM Magnet,,,Van Nuys Middle School STEAM Magnet (LAUSD),Van Nuys Middle School STEAM Magnet,True,5435 Vesper Ave,,Van Nuys,,,False
1241,LAUSD,LAUSD,Van Nuys Senior High,Van Nuys Senior High,Active,Van Nuys Senior High (LAUSD),Van Nuys Senior High,True,6535 Cedros Ave,6535 Cedros Ave.,Van Nuys,Van Nuys, 100.0,False
1242,LAUSD,LAUSD,Van Nuys Senior High Medical Magnet,Van Nuys Senior High,Active,Van Nuys Senior High Medical Magnet (LAUSD),Van Nuys Senior High Medical Magnet,True,6535 Cedros Ave,6535 Cedros Ave.,Van Nuys,Van Nuys, 95.0,False
1243,LAUSD,,Van Nuys Senior High Performing Arts Magnet,,,Van Nuys Senior High Performing Arts Magnet (LAUSD),Van Nuys Senior High Performing Arts Magnet,True,6535 Cedros Ave,,Van Nuys,,,False
1244,LAUSD,LAUSD,Van Nuys Senior High Science/Tech/Math Magnet,Van Nuys H.S. Math Magnet,Merged,Van Nuys Senior High Science/Tech/Math Magnet (LAUSD),Van Nuys Senior High Science/Tech/Math Magnet,True,6535 Cedros Ave,6535 Cedros Ave.,Van Nuys,Van Nuys, 91.72413793103448,False
1245,LAUSD,LAUSD,Vanalden Avenue Elementary,Vanalden Avenue Elementary,Active,Vanalden Avenue Elementary (LAUSD),Vanalden Avenue Elementary,True,19019 Delano St,19019 Delano St.,Reseda,Reseda, 100.0,False
1246,LAUSD,LAUSD,Vena Avenue Elementary,Vena Avenue Elementary,Active,Vena Avenue Elementary (LAUSD),Vena Avenue Elementary,True,9377 Vena Ave,9377 Vena Ave.,Arleta,Arleta, 100.0,False
1247,LAUSD,LAUSD,Vena Avenue Elementary Gifted Magnet,Vena Avenue Elementary,Active,Vena Avenue Elementary Gifted Magnet (LAUSD),Vena Avenue Elementary Gifted Magnet,True,9377 Vena Ave,9377 Vena Ave.,Pacoima,Arleta, 95.0,False
1248,LAUSD,LAUSD,Venice Senior High,Venice Senior High,Active,Venice Senior High (LAUSD),Venice Senior High,True,13000 Venice Blvd,13000 Venice Blvd.,Los Angeles,Los Angeles, 100.0,False
1249,LAUSD,,Venice Senior High Science Tech Engineering Medical Math Mag,,,Venice Senior High Science Tech Engineering Medical Math Mag (LAUSD),Venice Senior High Science Tech Engineering Medical Math Mag,True,13000 Venice Blvd,,Los Angeles,,,False
1250,LAUSD,,Venice Senior High World Languages/Global Studies Magnet,,,Venice Senior High World Languages/Global Studies Magnet (LAUSD),Venice Senior High World Languages/Global Studies Magnet,True,13000 Venice Blvd,,Los Angeles,,,False
1251,LAUSD,LAUSD,Verdugo Hills Senior High,Verdugo Hills Senior High,Active,Verdugo Hills Senior High (LAUSD),Verdugo Hills Senior High,True,10625 Plainview Ave,10625 Plainview Ave.,Tujunga,Tujunga, 100.0,False
1252,LAUSD,,Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet,,,Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet (LAUSD),Verdugo Hills SH Science/Tech/Eng/Math/Multimedia Magnet,True,10625 Plainview Ave,,Tujunga,,,False
1253,LAUSD,,Verdugo Hills SH Visual and Performing Arts Magnet,,,Verdugo Hills SH Visual and Performing Arts Magnet (LAUSD),Verdugo Hills SH Visual and Performing Arts Magnet,True,10625 Plainview Ave,,Tujunga,,,False
1254,LAUSD,LAUSD,Vermont Avenue Elementary,Vermont Avenue Elementary,Active,Vermont Avenue Elementary (LAUSD),Vermont Avenue Elementary,True,1435 W 27th St,1435 West 27th St.,Los Angeles,Los Angeles, 96.84210526315789,False
1255,LAUSD,LAUSD,Vernon City Elementary,Vernon City Elementary,Active,Vernon City Elementary (LAUSD),Vernon City Elementary,True,2360 E Vernon Ave,2360 East Vernon Ave.,Los Angeles,Los Angeles, 96.84210526315789,False
1256,LAUSD,LAUSD,Victoria Avenue Elementary,Victoria Avenue Elementary,Active,Victoria Avenue Elementary (LAUSD),Victoria Avenue Elementary,True,3320 Missouri Ave,3320 Missouri Ave.,South Gate,South Gate, 100.0,False
1257,LAUSD,LAUSD,Victory Boulevard Elementary,Victory Boulevard Elementary,Active,Victory Boulevard Elementary (LAUSD),Victory Boulevard Elementary,True,6315 Radford Ave,6315 Radford Ave.,North Hollywood,North Hollywood, 100.0,False
1258,LAUSD,LAUSD,Victory Boulevard Elementary STEAM Magnet,Victory Boulevard Elementary,Active,Victory Boulevard Elementary STEAM Magnet (LAUSD),Victory Boulevard Elementary STEAM Magnet,True,6315 Radford Ave,6315 Radford Ave.,North Hollywood,North Hollywood, 95.0,False
1259,LAUSD,LAUSD,View Park Continuation High,View Park Continuation,Active,View Park Continuation High (LAUSD),View Park Continuation High,True,4701 Rodeo Rd,4701 Rodeo Rd.,Los Angeles,Los Angeles, 95.0,False
1260,LAUSD,LAUSD,Vine Street Elementary,Vine Street Elementary,Active,Vine Street Elementary (LAUSD),Vine Street Elementary,True,955 N Vine St,955 North Vine St.,Los Angeles,Los Angeles, 95.45454545454545,False
1261,LAUSD,LAUSD,Vinedale College Preparatory Academy,Vinedale College Preparatory Academy,Active,Vinedale College Preparatory Academy (LAUSD),Vinedale College Preparatory Academy,True,10150 La Tuna Canyon Rd,10150 La Tuna Canyon Rd.,Sun Valley,Sun Valley, 100.0,False
1262,LAUSD,LAUSD,Vintage Elementary Math/Science/Technology Magnet,Vintage Math/Science/Technology Magnet,Active,Vintage Elementary Math/Science/Technology Magnet (LAUSD),Vintage Elementary Math/Science/Technology Magnet,True,15848 Stare St,15848 Stare St.,North Hills,North Hills, 95.0,False
1263,LAUSD,LAUSD,Virgil Middle School,Virgil Middle,Active,Virgil Middle School (LAUSD),Virgil Middle School,True,152 N Vermont Ave,152 North Vermont Ave.,Los Angeles,Los Angeles, 87.5,False
1264,LAUSD,,Virgil Middle School Medical & Health Science Magnet,,,Virgil Middle School Medical & Health Science Magnet (LAUSD),Virgil Middle School Medical & Health Science Magnet,True,152 N Vermont Ave,,Los Angeles,,,False
1265,LAUSD,LAUSD,Virginia Road Elementary,Virginia Road Elementary,Active,Virginia Road Elementary (LAUSD),Virginia Road Elementary,True,2925 Virginia Rd,2925 Virginia Rd.,Los Angeles,Los Angeles, 100.0,False
1266,LAUSD,LAUSD,Virginia Road Elementary DL Two-Way Im Spanish,Virginia Road Elementary,Active,Virginia Road Elementary DL Two-Way Im Spanish (LAUSD),Virginia Road Elementary DL Two-Way Im Spanish,True,2925 Virginia Rd,2925 Virginia Rd.,Los Angeles,Los Angeles, 95.0,False
1267,LAUSD,LAUSD,Vista del Valle Dual Language Academy,Vista del Valle Dual Language Academy,Active,Vista del Valle Dual Language Academy (LAUSD),Vista del Valle Dual Language Academy,True,12441 Bromont Ave,12441 Bromont Ave.,San Fernando,San Fernando, 100.0,False
1268,LAUSD,LAUSD,Vista del Valle Dual Language Academy DL Two-Way Im Spanish,Vista del Valle Dual Language Academy,Active,Vista del Valle Dual Language Academy DL Two-Way Im Spanish (LAUSD),Vista del Valle Dual Language Academy DL Two-Way Im Spanish,True,12441 Bromont Ave,12441 Bromont Ave.,San Fernando,San Fernando, 95.0,False
1269,LAUSD,LAUSD,Vista Middle School,Vista Middle,Active,Vista Middle School (LAUSD),Vista Middle School,True,15040 Roscoe Blvd,15040 Roscoe Blvd.,Panorama City,Panorama City, 95.0,False
1270,LAUSD,,Vista Middle School Gifted STEAM Magnet,,,Vista Middle School Gifted STEAM Magnet (LAUSD),Vista Middle School Gifted STEAM Magnet,True,15040 Roscoe Blvd,,Panorama City,,,False
1271,LAUSD,,Vista Middle School Law/Gov/Social Just/Lead Magnet,,,Vista Middle School Law/Gov/Social Just/Lead Magnet (LAUSD),Vista Middle School Law/Gov/Social Just/Lead Magnet,True,15040 Roscoe Blvd,,Panorama City,,,False
1272,LAUSD,,Vista Middle School Sports Med/College Prep Magnet,,,Vista Middle School Sports Med/College Prep Magnet (LAUSD),Vista Middle School Sports Med/College Prep Magnet,True,15040 Roscoe Blvd,,Panorama City,,,False
1273,LAUSD,LAUSD,Wadsworth Avenue Elementary,Wadsworth Avenue Elementary,Active,Wadsworth Avenue Elementary (LAUSD),Wadsworth Avenue Elementary,True,981 E 41st St,981 East 41st St.,Los Angeles,Los Angeles, 96.90721649484536,False
1274,LAUSD,LAUSD,Walgrove Avenue Elementary,Walgrove Avenue Elementary,Active,Walgrove Avenue Elementary (LAUSD),Walgrove Avenue Elementary,True,1630 Walgrove Ave,1630 Walgrove Ave.,Los Angeles,Los Angeles, 100.0,False
1275,LAUSD,LAUSD,Walnut Park Elementary,Walnut Park Elementary,Active,Walnut Park Elementary (LAUSD),Walnut Park Elementary,True,2642 Olive St,2642 Olive St.,Huntington Park,Huntington Park, 100.0,False
1276,LAUSD,,Walnut Park Elementary DL Two-Way Im Spanish,,,Walnut Park Elementary DL Two-Way Im Spanish (LAUSD),Walnut Park Elementary DL Two-Way Im Spanish,True,2642 E Olive St,,Huntington Park,,,False
1277,LAUSD,,Walnut Park Middle School - Sci Tech Eng and Math Academy,,,Walnut Park Middle School - Sci Tech Eng and Math Academy (LAUSD),Walnut Park Middle School - Sci Tech Eng and Math Academy,True,7500 Marbrisa Ave,,Walnut Park,,,False
1278,LAUSD,LAUSD,Walnut Park Middle School - Social Justice and Srvice Lrning,Walnut Park Middle A School of Social Justice and Service Learning,Active,Walnut Park Middle School - Social Justice and Srvice Lrning (LAUSD),Walnut Park Middle School - Social Justice and Srvice Lrning,True,7500 Marbrisa Ave,7500 Marbrisa Ave.,Walnut Park,Walnut Park, 95.40229885057472,False
1279,LAUSD,LAUSD,Walter Reed Middle School,Walter Reed Middle,Active,Walter Reed Middle School (LAUSD),Walter Reed Middle School,True,4525 Irvine Ave,4525 Irvine Ave.,North Hollywood,North Hollywood, 95.0,False
1280,LAUSD,LAUSD,Warner Avenue Elementary,Warner Avenue Elementary,Active,Warner Avenue Elementary (LAUSD),Warner Avenue Elementary,True,615 Holmby Ave,615 Holmby Ave.,Los Angeles,Los Angeles, 100.0,False
1281,LAUSD,LAUSD,Washington Irving Middle School Math Music Engineering Mag,"Washington Irving Middle School Math, Music and Engineering Magnet",Active,Washington Irving Middle School Math Music Engineering Mag (LAUSD),Washington Irving Middle School Math Music Engineering Mag,True,3010 Estara Ave,3010 Estara Ave.,Los Angeles,Los Angeles, 95.23809523809523,False
1282,LAUSD,LAUSD,Washington Primary Center,Washington Primary Center,Active,Washington Primary Center (LAUSD),Washington Primary Center,True,860 W 112th St,860 West 112th St.,Los Angeles,Los Angeles, 96.84210526315789,False
1283,LAUSD,LAUSD,Washington Primary Center DL Two-Way Im Spanish,Washington Primary Center,Active,Washington Primary Center DL Two-Way Im Spanish (LAUSD),Washington Primary Center DL Two-Way Im Spanish,True,860 W 112th St,860 West 112th St.,Los Angeles,Los Angeles, 89.89247311827957,False
1284,LAUSD,LAUSD,Weigand Avenue Elementary,Weigand Avenue Elementary,Active,Weigand Avenue Elementary (LAUSD),Weigand Avenue Elementary,True,10401 Weigand Ave,10401 Weigand Ave.,Los Angeles,Los Angeles, 100.0,False
1285,LAUSD,LAUSD,Welby Way Charter Elementary and Gifted-High Ability Magnet,Welby Way Charter Elementary School And Gifted-High Ability Magnet,Active,Welby Way Charter Elementary and Gifted-High Ability Magnet (LAUSD),Welby Way Charter Elementary and Gifted-High Ability Magnet,True,23456 Welby Way,23456 Welby Way,West Hills,West Hills, 95.85798816568047,False
1286,LAUSD,LAUSD,Welby Way Charter Elementary Gifted Magnet,Welby Way Charter Elementary School And Gifted-High Ability Magnet,Active,Welby Way Charter Elementary Gifted Magnet (LAUSD),Welby Way Charter Elementary Gifted Magnet,True,23456 Welby Way,23456 Welby Way,West Hills,West Hills, 95.0,False
1287,LAUSD,,West Adams Prep Senior High Firefighter Academy Magnet,,,West Adams Prep Senior High Firefighter Academy Magnet (LAUSD),West Adams Prep Senior High Firefighter Academy Magnet,True,1500 W Washington Bl,,Los Angeles,,,False
1288,LAUSD,,West Adams Prep Senior High Police Academy Magnet,,,West Adams Prep Senior High Police Academy Magnet (LAUSD),West Adams Prep Senior High Police Academy Magnet,True,1500 W Washington Bl,,Los Angeles,,,False
1289,LAUSD,LAUSD,West Adams Preparatory Senior High,West Adams Preparatory High,Active,West Adams Preparatory Senior High (LAUSD),West Adams Preparatory Senior High,True,1500 W Washington Bl,1500 West Washington Blvd.,Los Angeles,Los Angeles, 90.3883495145631,False
